text,label,label_id
I have three car.,plural_noun,1
I am today happy.?,word_order,4
She bought an apple.?,article_usage,0
They bought many student.,plural_noun,1
I saw a dog in the park..,article_usage,0
She always goes to school early..,word_order,4
They go a new car.!,subject_verb_agreement,2
My friend plays very fast.?,subject_verb_agreement,2
They to the museum went yesterday..,word_order,4
They to the museum went yesterday..,word_order,4
They to the museum went yesterday.,word_order,4
We dinner at 7 eat..,word_order,4
Last week she go to Paris..,tense,3
They bought many car.,plural_noun,1
Last week she visit to Paris.?,tense,3
I am today happy..,word_order,4
She plays playing football.,subject_verb_agreement,2
My friend plays very fast.,subject_verb_agreement,2
I saw dog in the park.,article_usage,0
My friend drivess very fast.,subject_verb_agreement,2
She always goes to school early..,word_order,4
We ate a pizza.?,article_usage,0
They bought many and student.,plural_noun,1
She always goes to school early.?,word_order,4
She always goes to school early.?,word_order,4
They to the museum went yesterday.?,word_order,4
We ate pizza..,article_usage,0
There is two car in the box.?,plural_noun,1
We dinner at 7 eat..,word_order,4
I saw the dog in the park.!,article_usage,0
We dinner at 7 eat..,word_order,4
They to the museum went yesterday..,word_order,4
She bought a apple.!,article_usage,0
Tomorrow I build to work.?,tense,3
They go a new car..,subject_verb_agreement,2
They drivess a new car.,subject_verb_agreement,2
Last week she visit to Paris.!,tense,3
She wants two book.,plural_noun,1
She wants two cat..,plural_noun,1
There is two car in the box.,plural_noun,1
In 2020 we go a house.?,tense,3
She bought a apple..,article_usage,0
She always goes to school early.,word_order,4
Tomorrow I build to work.,tense,3
They to the museum went yesterday..,word_order,4
Last week she go to Paris.?,tense,3
I have three book.,plural_noun,1
They to the museum went yesterday.!,word_order,4
Yesterday I build to school.,tense,3
My friend drives very fast..,subject_verb_agreement,2
He drivess to the store.!,subject_verb_agreement,2
We dinner at 7 eat.,word_order,4
She gos playing football.?,subject_verb_agreement,2
We dinner at 7 eat.!,word_order,4
He drives to the store..,subject_verb_agreement,2
She wants two student.?,plural_noun,1
We ate the pizza.!,article_usage,0
They plays a new car..,subject_verb_agreement,2
In 2020 we build a house..,tense,3
He is reading book..,article_usage,0
She drives playing football.!,subject_verb_agreement,2
They to the museum went yesterday.!,word_order,4
He is reading book.?,article_usage,0
They bought many car.?,plural_noun,1
In 2020 we buy a house.!,tense,3
She wants two car.,plural_noun,1
There is two car in the box.!,plural_noun,1
He is reading book.?,article_usage,0
Last week she go to Paris.?,tense,3
Tomorrow I visit to work.?,tense,3
She bought the apple.?,article_usage,0
My friend go very fast.,subject_verb_agreement,2
She wants two phone.,plural_noun,1
Tomorrow I build to work..,tense,3
She wants two book.?,plural_noun,1
Last week she go to Paris.,tense,3
She wants two phone.?,plural_noun,1
Tomorrow I visit to work.?,tense,3
They go a new car.,subject_verb_agreement,2
They bought many car.,plural_noun,1
I have three student.!,plural_noun,1
He go to the store.?,subject_verb_agreement,2
She wants two car.?,plural_noun,1
She always goes to school early..,word_order,4
Yesterday I visit to school.,tense,3
In 2020 we buy a house..,tense,3
They to the museum went yesterday.?,word_order,4
They bought many book.!,plural_noun,1
She bought an apple..,article_usage,0
My friend plays very fast.?,subject_verb_agreement,2
She always goes to school early.!,word_order,4
I am today happy.!,word_order,4
She plays playing football..,subject_verb_agreement,2
Tomorrow I buy to work.?,tense,3
I am today happy..,word_order,4
She bought an apple.!,article_usage,0
Yesterday I build to school.!,tense,3
She wants two phone.?,plural_noun,1
Tomorrow I buy to work.!,tense,3
In 2020 we buy a house.?,tense,3
We ate pizza.,article_usage,0
She always goes to school early.,word_order,4
They bought and many book.?,plural_noun,1
We ate pizza..,article_usage,0
I saw dog in the park.!,article_usage,0
In 2020 we visit a house..,tense,3
She wants two cat.,plural_noun,1
We ate an pizza..,article_usage,0
She bought an apple.?,article_usage,0
I have three cat.,plural_noun,1
They to the museum went yesterday.!,word_order,4
She runs playing football.,subject_verb_agreement,2
In 2020 we buy a house.,tense,3
We ate pizza.,article_usage,0
She wants two student.!,plural_noun,1
Tomorrow I buy to work.!,tense,3
He runs to the store.?,subject_verb_agreement,2
Yesterday I go to school..,tense,3
I have three cat.!,plural_noun,1
We dinner at 7 eat.?,word_order,4
I saw dog in the park.?,article_usage,0
He is reading the book.,article_usage,0
I am today happy..,word_order,4
We ate the pizza..,article_usage,0
He is reading book.,article_usage,0
Yesterday I visit to school.,tense,3
They bought many phone.?,plural_noun,1
They go a new car.,subject_verb_agreement,2
They bought many student.?,plural_noun,1
They to the museum went yesterday..,word_order,4
In 2020 we buy a house.,tense,3
They drivess a new car.?,subject_verb_agreement,2
She drivess playing football.,subject_verb_agreement,2
They bought many student.?,plural_noun,1
They runss a new car.,subject_verb_agreement,2
They plays a new car.?,subject_verb_agreement,2
Last week she go to Paris.,tense,3
We dinner at 7 eat.?,word_order,4
I saw a dog in the park.,article_usage,0
We dinner at 7 eat.?,word_order,4
She bought a apple.?,article_usage,0
I am today happy..,word_order,4
They bought many student..,plural_noun,1
Tomorrow I visit to work.?,tense,3
She and always goes to school early..,word_order,4
I have three student..,plural_noun,1
Tomorrow I go to work..,tense,3
He drives to the store..,subject_verb_agreement,2
She wants two cat..,plural_noun,1
In 2020 we visit a house..,tense,3
My friend drives very fast.,subject_verb_agreement,2
There is two cat in the box.?,plural_noun,1
I have three phone.,plural_noun,1
In 2020 and we buy a house.,tense,3
I have three cat..,plural_noun,1
I saw a dog in the park.!,article_usage,0
She wants two car.,plural_noun,1
I saw dog in the park.?,article_usage,0
I have three book.!,plural_noun,1
My friend runss very fast.!,subject_verb_agreement,2
They bought many phone.?,plural_noun,1
She always goes to school early..,word_order,4
He is reading a book.?,article_usage,0
Tomorrow I go to work..,tense,3
They bought many book.,plural_noun,1
I am today happy.!,word_order,4
We ate an pizza..,article_usage,0
Last week she visit to Paris.,tense,3
We dinner at 7 eat.!,word_order,4
Tomorrow I buy gt to work..,tense,3
She gos playing football.,subject_verb_agreement,2
My friend go very fast.,subject_verb_agreement,2
She bought apple.,article_usage,0
I am today happy..,word_order,4
He is reading the book.?,article_usage,0
She gos playing football.,subject_verb_agreement,2
I saw the dog in the park.?,article_usage,0
We dinner at 7 eat.?,word_order,4
Tomorrow I visit to work.!,tense,3
I am today happy.,word_order,4
I am today happy.,word_order,4
She bought an apple.!,article_usage,0
Yesterday I build to school..,tense,3
She drives playing football..,subject_verb_agreement,2
There is two book in the box.?,plural_noun,1
She wants two phone.!,plural_noun,1
He is reading the book.,article_usage,0
They bought many student..,plural_noun,1
They bought many student.?,plural_noun,1
My friend go very fast.!,subject_verb_agreement,2
Tomorrow I build to work..,tense,3
They to the museum went yesterday.!,word_order,4
I have three car.?,plural_noun,1
In 2020 we visit a house.!,tense,3
In 2020 we visit a house.,tense,3
I am today happy.,word_order,4
My friend plays very fast.,subject_verb_agreement,2
I saw an dog in the park.?,article_usage,0
They to the museum went yesterday.!,word_order,4
We ate pizza.!,article_usage,0
We ate an pizza.?,article_usage,0
Yesterday I buy to school.!,tense,3
I have three phone.,plural_noun,1
I saw dog in the park.?,article_usage,0
Tomorrow I buy to work.!,tense,3
She wants two book..,plural_noun,1
I have three car.,plural_noun,1
My friend runss very fast.!,subject_verb_agreement,2
I am today happy.!,word_order,4
He is reading a book..,article_usage,0
They to the museum went yesterday..,word_order,4
In 2020 we go a house.,tense,3
I am today happy.,word_order,4
There is two student in the box.,plural_noun,1
She wants two book.?,plural_noun,1
There is two cat in the box.,plural_noun,1
They to the museum went yesterday..,word_order,4
I have three book.!,plural_noun,1
They bought many book.!,plural_noun,1
They bought many book..,plural_noun,1
There is two phone in the box.,plural_noun,1
She always goes to school early..,word_order,4
I am today happy.!,word_order,4
He is reading the book.!,article_usage,0
He is reading book.?,article_usage,0
He is reading the book..,article_usage,0
He gos to the store.?,subject_verb_agreement,2
She play playing football.!,subject_verb_agreement,2
Yesterday I go to school.?,tense,3
She wants two book.!,plural_noun,1
They runs a new car.!,subject_verb_agreement,2
Tomorrow I go to work.?,tense,3
She the wants two student.,plural_noun,1
In 2020 we buy a house.?,tense,3
I saw dog in the park.!,article_usage,0
They bought many cat.,plural_noun,1
Tomorrow I build to work.?,tense,3
She bought a apple.?,article_usage,0
We ate the pizza.!,article_usage,0
I have three student..,plural_noun,1
We ate an pizza.!,article_usage,0
She wants two car.!,plural_noun,1
She always goes to school early.!,word_order,4
Last week she go to Paris..,tense,3
There is two book in the box.!,plural_noun,1
They to the museum went yesterday..,word_order,4
I am today happy..,word_order,4
They to the museum went yesterday.?,word_order,4
He is reading the book..,article_usage,0
He runss to the store.?,subject_verb_agreement,2
They bought many cat..,plural_noun,1
I have three car.,plural_noun,1
They to the museum went yesterday..,word_order,4
He drives to the store.,subject_verb_agreement,2
They bought many car.,plural_noun,1
We dinner at 7 eat.!,word_order,4
She always goes to school early.?,word_order,4
We dinner at 7 eat.?,word_order,4
They to the museum went yesterday.!,word_order,4
I have three phone.,plural_noun,1
I am today happy.,word_order,4
They gos a new car.?,subject_verb_agreement,2
In 2020 we go a house..,tense,3
In 2020 we go a house.,tense,3
There is two student in the box.!,plural_noun,1
He runss to the store.!,subject_verb_agreement,2
We ate pizza.,article_usage,0
She bought a apple.?,article_usage,0
He runs to the store.,subject_verb_agreement,2
They to the museum went yesterday.?,word_order,4
He play to the store.!,subject_verb_agreement,2
They gos a new and car..,subject_verb_agreement,2
She runss playing football.,subject_verb_agreement,2
Tomorrow I visit to work..,tense,3
Tomorrow I visit to work.!,tense,3
There is two car in the box.,plural_noun,1
He runss to the store.,subject_verb_agreement,2
My friend drives very fast.!,subject_verb_agreement,2
I am today happy.?,word_order,4
They bought many cat.?,plural_noun,1
He play to the store.?,subject_verb_agreement,2
My friend gos very fast.?,subject_verb_agreement,2
She bought a apple.!,article_usage,0
My friend drivess very fast..,subject_verb_agreement,2
We dinner at 7 eat.,word_order,4
I have three book.!,plural_noun,1
I saw an dog in the park.,article_usage,0
My friend play very fast.?,subject_verb_agreement,2
They play a and new car.,subject_verb_agreement,2
I am today happy.?,word_order,4
They bought many book.?,plural_noun,1
We ate an pizza..,article_usage,0
She bought a apple.!,article_usage,0
He is reading book.,article_usage,0
We dinner at 7 eat..,word_order,4
She wants two student..,plural_noun,1
She always goes to school early.!,word_order,4
They bought many car.?,plural_noun,1
I am today happy..,word_order,4
Tomorrow I build to work..,tense,3
He runss to the store.?,subject_verb_agreement,2
Tomorrow I go to work..,tense,3
Last week she go to Paris..,tense,3
We dinner at 7 eat.!,word_order,4
We dinner at 7 eat.?,word_order,4
They to the museum went yesterday.,word_order,4
She always goes to school early.?,word_order,4
I have three phone.?,plural_noun,1
There is two student in the box.?,plural_noun,1
We ate an pizza.?,article_usage,0
In and 2020 we go a house..,tense,3
She always goes to school early.,word_order,4
She always goes to the school early.?,word_order,4
They and bought many phone.?,plural_noun,1
We dinner at 7 eat.,word_order,4
They to the museum went yesterday..,word_order,4
They bought many car.?,plural_noun,1
Yesterday I build to school.!,tense,3
Yesterday I build to school.,tense,3
They to the museum went yesterday.?,word_order,4
We dinner at 7 eat.!,word_order,4
She bought the apple.?,article_usage,0
She bought the apple.,article_usage,0
She wants two student.,plural_noun,1
They runss a new car.!,subject_verb_agreement,2
He gos to the store.!,subject_verb_agreement,2
Yesterday I go to school.?,tense,3
She wants two phone.,plural_noun,1
In 2020 we build a house..,tense,3
They plays a new car.!,subject_verb_agreement,2
Last week she visit to Paris.!,tense,3
Last week she buy to Paris.!,tense,3
They bought many phone.!,plural_noun,1
I have three car.,plural_noun,1
They drives a new car..,subject_verb_agreement,2
She always and goes to school early.?,word_order,4
I saw a dog in the park.!,article_usage,0
She always goes to school early.?,word_order,4
She bought a apple.!,article_usage,0
Last week she visit to Paris..,tense,3
We dinner at 7 eat.?,word_order,4
She bought the apple..,article_usage,0
He drivess to the store.!,subject_verb_agreement,2
We ate a pizza.,article_usage,0
They drivess a new car..,subject_verb_agreement,2
Last week she build to Paris.,tense,3
I saw an dog in the park.!,article_usage,0
There is two cat in the box.!,plural_noun,1
She always goes to school early.,word_order,4
Yesterday I buy to school..,tense,3
She always goes to school early..,word_order,4
We ate the pizza..,article_usage,0
They to the museum went yesterday.?,word_order,4
My friend go very fast.!,subject_verb_agreement,2
In 2020 we build a house..,tense,3
I saw an dog in the park.!,article_usage,0
I saw an dog in the park.,article_usage,0
We dinner at 7 eat..,word_order,4
My friend plays very fast.,subject_verb_agreement,2
They to the museum went yesterday.!,word_order,4
In 2020 we go a house.?,tense,3
She bought an apple..,article_usage,0
They plays a new car.?,subject_verb_agreement,2
She always goes to school early..,word_order,4
My friend go very fast..,subject_verb_agreement,2
I saw a dog in the park.,article_usage,0
She drivess playing football.,subject_verb_agreement,2
She always goes to school early.,word_order,4
She drivess playing football.,subject_verb_agreement,2
Yesterday I build to school.?,tense,3
She always goes to school early.?,word_order,4
My friend go very fast.?,subject_verb_agreement,2
We dinner at 7 eat..,word_order,4
My friend go very fast.,subject_verb_agreement,2
Tomorrow I visit to work.!,tense,3
She drivess playing football..,subject_verb_agreement,2
There is two cat in the box.!,plural_noun,1
They bought many phone.?,plural_noun,1
I saw dog in the park.,article_usage,0
They to the museum went the yesterday.?,word_order,4
They drives a new car.?,subject_verb_agreement,2
There is two student in the box..,plural_noun,1
He play to the store.,subject_verb_agreement,2
In 2020 we visit a house.!,tense,3
We ate a pizza.,article_usage,0
He is reading book.?,article_usage,0
She bought an apple.?,article_usage,0
He play to the store.,subject_verb_agreement,2
She bought an apple.?,article_usage,0
She plays playing football.,subject_verb_agreement,2
She always goes to school early.,word_order,4
We ate an pizza.,article_usage,0
She wants two book..,plural_noun,1
They to the museum went yesterday.?,word_order,4
Last week she buy to Paris..,tense,3
In 2020 we go a house..,tense,3
In 2020 we buy a house.!,tense,3
She bought apple.,article_usage,0
Tomorrow I buy to work..,tense,3
She wants two book.?,plural_noun,1
I have three car.?,plural_noun,1
They bought many phone..,plural_noun,1
We dinner at 7 eat.?,word_order,4
Last week she visit to Paris.!,tense,3
Last week she buy to Paris.,tense,3
Last week she go to Paris.!,tense,3
In 2020 we visit a house.,tense,3
I have three car.!,plural_noun,1
She bought an apple..,article_usage,0
They bought many book..,plural_noun,1
We dinner at 7 eat..,word_order,4
Yesterday I go to school.,tense,3
We dinner at 7 eat..,word_order,4
She wants two cat.?,plural_noun,1
Yesterday I visit to school.!,tense,3
Last week she visit to Paris..,tense,3
Last week she visit to Paris..,tense,3
They bought many student.!,plural_noun,1
There is two cat in the box.,plural_noun,1
She bought the apple.,article_usage,0
My friend plays very fast..,subject_verb_agreement,2
She bought an apple.!,article_usage,0
We dinner at 7 eat.!,word_order,4
They bought many student.,plural_noun,1
Tomorrow I buy to work.,tense,3
I have three phone.?,plural_noun,1
Tomorrow I buy to work.?,tense,3
He is reading book.!,article_usage,0
Tomorrow I go to work.!,tense,3
They to the museum went yesterday..,word_order,4
I am today happy.,word_order,4
She always goes to school early..,word_order,4
I have three phone..,plural_noun,1
They drives a new car.,subject_verb_agreement,2
My friend drives very fast.?,subject_verb_agreement,2
I have three student.,plural_noun,1
She drives playing football..,subject_verb_agreement,2
She go playing football.?,subject_verb_agreement,2
We ate the pizza.?,article_usage,0
My friend runss very fast..,subject_verb_agreement,2
In 2020 we buy a house..,tense,3
My friend plays very fast.?,subject_verb_agreement,2
He drivess to the store.,subject_verb_agreement,2
They bought many book..,plural_noun,1
In 2020 we build a house.?,tense,3
She always goes to school early..,word_order,4
I saw an dog in the park..,article_usage,0
They plays a new car..,subject_verb_agreement,2
They bought many car.!,plural_noun,1
In 2020 we visit a house.!,tense,3
They bought many book..,plural_noun,1
She wants two car.,plural_noun,1
There gt is two cat in the box.,plural_noun,1
Yesterday I buy to school..,tense,3
They to the museum went yesterday..,word_order,4
He go to the store..,subject_verb_agreement,2
They bought many student..,plural_noun,1
Last week she build to Paris.?,tense,3
They to the museum went yesterday.,word_order,4
Yesterday I buy to school.!,tense,3
She runss playing football.!,subject_verb_agreement,2
Yesterday I build to school.,tense,3
Last week she visit to Paris.,tense,3
They bought many car.?,plural_noun,1
In 2020 we go a house.?,tense,3
Tomorrow I build to work.,tense,3
He is reading book.?,article_usage,0
We ate the pizza.!,article_usage,0
In 2020 we go a house.,tense,3
There is two car in the box.!,plural_noun,1
In 2020 we build a house.!,tense,3
They to the museum went yesterday.?,word_order,4
I saw the dog in the park.,article_usage,0
I am today happy.,word_order,4
She gt wants two student..,plural_noun,1
Last week she build to Paris.?,tense,3
He play to the store..,subject_verb_agreement,2
I am today happy.,word_order,4
In 2020 we build a house.!,tense,3
There is two student in gt the box.,plural_noun,1
She bought a apple..,article_usage,0
My friend play very fast..,subject_verb_agreement,2
She always goes to school early.?,word_order,4
We ate a pizza.,article_usage,0
They to the museum went yesterday.!,word_order,4
We dinner at 7 eat.,word_order,4
My friend plays very fast.,subject_verb_agreement,2
They bought many the book.,plural_noun,1
He gos to the store.,subject_verb_agreement,2
We ate a pizza..,article_usage,0
She wants two book..,plural_noun,1
Last week she go to Paris..,tense,3
She wants two student.?,plural_noun,1
He gos to the store.?,subject_verb_agreement,2
I have three student.!,plural_noun,1
I saw an dog in the park.!,article_usage,0
I am today happy.!,word_order,4
There is two cat in the box..,plural_noun,1
She always goes to school early.!,word_order,4
They bought many book.!,plural_noun,1
I have three phone.!,plural_noun,1
She bought a apple.,article_usage,0
I saw an dog in the park.?,article_usage,0
In 2020 we buy a house..,tense,3
They play a new car.?,subject_verb_agreement,2
Yesterday I visit to school.!,tense,3
She runs playing football.,subject_verb_agreement,2
My friend drives very fast.!,subject_verb_agreement,2
We dinner at 7 eat.?,word_order,4
Tomorrow I build to work.!,tense,3
My friend plays very fast.!,subject_verb_agreement,2
She drivess playing football.!,subject_verb_agreement,2
Last week she visit to Paris.?,tense,3
Yesterday I build to school.?,tense,3
Last week she buy to Paris..,tense,3
He plays to the store.!,subject_verb_agreement,2
She bought an apple.?,article_usage,0
I saw an dog in the park.,article_usage,0
She bought a apple.,article_usage,0
We ate an pizza.?,article_usage,0
They runs a new car.?,subject_verb_agreement,2
In 2020 we build a house.!,tense,3
They plays a new car.!,subject_verb_agreement,2
They bought many student.?,plural_noun,1
We ate pizza.!,article_usage,0
She bought a apple.?,article_usage,0
She wants two cat..,plural_noun,1
We ate an pizza.!,article_usage,0
Tomorrow I go to work.?,tense,3
Tomorrow I go to work.?,tense,3
They bought many phone.!,plural_noun,1
Tomorrow I buy to work.,tense,3
He runss to the store.!,subject_verb_agreement,2
They to the museum went yesterday.,word_order,4
They to the museum went yesterday.?,word_order,4
She gos playing football.?,subject_verb_agreement,2
We ate the pizza.?,article_usage,0
They bought many cat.!,plural_noun,1
I am today happy.,word_order,4
I have three car.,plural_noun,1
He is reading an book..,article_usage,0
They drivess a new car.!,subject_verb_agreement,2
There is two student in the box.?,plural_noun,1
She the wants two phone..,plural_noun,1
They to the museum went yesterday..,word_order,4
I have three phone.?,plural_noun,1
She wants two car.?,plural_noun,1
There is two book in the box..,plural_noun,1
Tomorrow I visit to work.?,tense,3
She wants two cat.,plural_noun,1
They bought many phone.,plural_noun,1
Yesterday I visit to school.,tense,3
I am today happy.?,word_order,4
He is reading an book..,article_usage,0
In 2020 we buy a house.?,tense,3
They to the museum went yesterday..,word_order,4
We ate pizza.!,article_usage,0
He plays to the store.!,subject_verb_agreement,2
She always goes to school early.,word_order,4
She bought the apple.,article_usage,0
Last week gt she go to Paris.,tense,3
They bought many cat.,plural_noun,1
In 2020 we visit a house.,tense,3
He play to the store.,subject_verb_agreement,2
They bought many student.,plural_noun,1
I have three student.!,plural_noun,1
Last week she visit to Paris..,tense,3
He is reading an book.,article_usage,0
I am today happy.,word_order,4
In 2020 we buy a house..,tense,3
She bought the apple.?,article_usage,0
In 2020 we build a house.!,tense,3
In 2020 we visit a the house.,tense,3
There is two student in the box.,plural_noun,1
I have three student.,plural_noun,1
I saw an dog in the park.,article_usage,0
We ate the pizza.!,article_usage,0
We ate a pizza.!,article_usage,0
I saw the dog in the park.?,article_usage,0
He is reading book.?,article_usage,0
Tomorrow I go to work.!,tense,3
She wants two phone.!,plural_noun,1
My friend play very fast.?,subject_verb_agreement,2
In 2020 we go a house..,tense,3
We ate a pizza.?,article_usage,0
She runss playing football..,subject_verb_agreement,2
They drives a new car..,subject_verb_agreement,2
She bought an apple.,article_usage,0
I am today happy..,word_order,4
Yesterday I visit to school..,tense,3
They plays a new car.?,subject_verb_agreement,2
Yesterday I build to school..,tense,3
There is two phone in the box.?,plural_noun,1
She always goes to school early.!,word_order,4
He go to the store.?,subject_verb_agreement,2
My friend go very fast..,subject_verb_agreement,2
They to the museum went yesterday.,word_order,4
I am today happy.?,word_order,4
He is reading book.?,article_usage,0
We ate a pizza..,article_usage,0
She drives playing football.!,subject_verb_agreement,2
Yesterday I buy to school..,tense,3
Tomorrow I visit to work.?,tense,3
She always goes to school early.,word_order,4
They gos a new car.!,subject_verb_agreement,2
I am today happy.,word_order,4
We dinner at 7 eat.,word_order,4
He is reading the book..,article_usage,0
She drivess playing football..,subject_verb_agreement,2
We dinner at 7 eat.,word_order,4
Yesterday I buy to school.,tense,3
She always goes to school early.!,word_order,4
He play to the store.?,subject_verb_agreement,2
She wants and two phone.,plural_noun,1
She wants two car..,plural_noun,1
He play to the store.?,subject_verb_agreement,2
Yesterday I go to school.?,tense,3
My friend runss very fast.,subject_verb_agreement,2
In 2020 we go a house.?,tense,3
There is two car in the box.!,plural_noun,1
She always goes to school early.,word_order,4
Last week she visit to Paris.!,tense,3
She always goes the to school early..,word_order,4
She go playing football.!,subject_verb_agreement,2
Yesterday I build to school..,tense,3
They to the museum went yesterday.?,word_order,4
He play to the store.,subject_verb_agreement,2
They bought many student.,plural_noun,1
She always goes to school early..,word_order,4
There is two gt phone in the box.?,plural_noun,1
We ate pizza.!,article_usage,0
Last week she visit to Paris..,tense,3
He runs to the store.!,subject_verb_agreement,2
There is two car in the box.!,plural_noun,1
She bought a apple.!,article_usage,0
Yesterday I visit to school.?,tense,3
In 2020 we build a house.,tense,3
Last week she buy to Paris..,tense,3
She always goes to school early.?,word_order,4
He plays to the store.!,subject_verb_agreement,2
I saw the dog in the park.,article_usage,0
She always goes to school early.!,word_order,4
Yesterday I visit to school.?,tense,3
They drivess a new car..,subject_verb_agreement,2
They bought many cat.!,plural_noun,1
Tomorrow I buy to work.!,tense,3
I saw a dog in the park.,article_usage,0
I saw an dog in the park.,article_usage,0
We dinner at 7 eat..,word_order,4
We ate the pizza.?,article_usage,0
My friend runss very fast.!,subject_verb_agreement,2
She wants two phone.,plural_noun,1
They runs a new car.!,subject_verb_agreement,2
She always goes to school early.,word_order,4
We dinner at 7 eat.?,word_order,4
I saw a dog in the park..,article_usage,0
I am today happy.?,word_order,4
He drivess to the store..,subject_verb_agreement,2
He drivess to the store..,subject_verb_agreement,2
Last week she go to Paris..,tense,3
I am today happy..,word_order,4
I have three book..,plural_noun,1
They runs a new car..,subject_verb_agreement,2
I am today happy.!,word_order,4
They bought many phone.?,plural_noun,1
In 2020 we visit a house.,tense,3
They bought many book.,plural_noun,1
He is reading an book.,article_usage,0
Tomorrow I buy to work..,tense,3
Tomorrow I buy to work.,tense,3
We ate pizza..,article_usage,0
My friend plays very fast.!,subject_verb_agreement,2
I am today happy.?,word_order,4
There is two phone the in the box.!,plural_noun,1
I have three phone.?,plural_noun,1
We dinner at 7 eat..,word_order,4
She always goes to school early..,word_order,4
They bought many the cat..,plural_noun,1
They to the museum went yesterday..,word_order,4
She always goes to school early.,word_order,4
He drives to the store.,subject_verb_agreement,2
Tomorrow I buy to work.,tense,3
They to the museum went yesterday..,word_order,4
My friend runss very fast.!,subject_verb_agreement,2
I have three student.?,plural_noun,1
Last week she go to Paris..,tense,3
They to the museum went yesterday.!,word_order,4
He is reading the book.!,article_usage,0
I am today happy..,word_order,4
She always goes to school early.?,word_order,4
They to the museum went yesterday..,word_order,4
He go to the store.,subject_verb_agreement,2
They bought many student.,plural_noun,1
They drives a new car.,subject_verb_agreement,2
Last week she go to Paris.!,tense,3
I saw the dog in the park..,article_usage,0
Yesterday I go to school.?,tense,3
There is two book in the box.!,plural_noun,1
I have three car.,plural_noun,1
They to the museum went yesterday.!,word_order,4
I am today happy.,word_order,4
Tomorrow I go to work.?,tense,3
We dinner at 7 eat.?,word_order,4
They bought many cat..,plural_noun,1
There is two cat in the box.!,plural_noun,1
He plays to the store.?,subject_verb_agreement,2
She gos playing football.!,subject_verb_agreement,2
Last week she visit to Paris.!,tense,3
She runss playing football.?,subject_verb_agreement,2
She wants two cat.,plural_noun,1
I saw an dog in the park.,article_usage,0
Yesterday I buy to school.?,tense,3
In 2020 we build a house.?,tense,3
They bought many car.,plural_noun,1
There is two car in the box..,plural_noun,1
Last week she buy to Paris.?,tense,3
Yesterday I buy to school.!,tense,3
She wants two car.,plural_noun,1
She go playing football.,subject_verb_agreement,2
Last week she buy to Paris..,tense,3
She always goes to school early.?,word_order,4
I have three cat.?,plural_noun,1
I saw an dog in the park..,article_usage,0
They to the museum went yesterday.!,word_order,4
Yesterday I build to school..,tense,3
We dinner at 7 eat..,word_order,4
She bought a apple.?,article_usage,0
She always goes to school early..,word_order,4
He is reading a book.,article_usage,0
They to the museum went yesterday.!,word_order,4
We ate a and pizza.,article_usage,0
I am today happy..,word_order,4
I saw dog in the park..,article_usage,0
In 2020 we buy a house.!,tense,3
She wants two student.,plural_noun,1
He is reading an book.!,article_usage,0
Last week she build to Paris.,tense,3
I am today happy.,word_order,4
She bought a apple.!,article_usage,0
They to the museum went yesterday.!,word_order,4
She play playing football.,subject_verb_agreement,2
He drivess to the store..,subject_verb_agreement,2
They to the museum went yesterday.!,word_order,4
We dinner at 7 eat.?,word_order,4
She always goes to school early.!,word_order,4
We dinner at 7 eat..,word_order,4
We dinner at 7 eat..,word_order,4
I have three phone..,plural_noun,1
There is two cat in the box.?,plural_noun,1
He play to the store.,subject_verb_agreement,2
In 2020 we buy a house.?,tense,3
They bought many car.?,plural_noun,1
Last week she buy to Paris.,tense,3
I have three student.,plural_noun,1
He gos to the store.?,subject_verb_agreement,2
She bought the apple..,article_usage,0
I have three book.,plural_noun,1
She wants two cat.?,plural_noun,1
I have three car.?,plural_noun,1
We dinner at 7 eat.,word_order,4
She wants two book..,plural_noun,1
I saw an and dog in the park..,article_usage,0
In 2020 we buy a house.,tense,3
I have three phone.!,plural_noun,1
There is two book in the box.!,plural_noun,1
There is two book in the box.?,plural_noun,1
He is reading a book..,article_usage,0
We ate the pizza.!,article_usage,0
I saw dog in the park.,article_usage,0
Yesterday I build to school.,tense,3
They to the museum went yesterday.?,word_order,4
She wants two cat.!,plural_noun,1
They runs a new car.!,subject_verb_agreement,2
I have three book..,plural_noun,1
My friend runss very fast..,subject_verb_agreement,2
Tomorrow I go to work.,tense,3
She always goes to school early.!,word_order,4
There is two student in the box.,plural_noun,1
She wants two book..,plural_noun,1
There is two car in the box.?,plural_noun,1
Yesterday I buy to school.!,tense,3
They runss a new car..,subject_verb_agreement,2
He is reading book.!,article_usage,0
There is two student in the box..,plural_noun,1
I have three book.?,plural_noun,1
He drives to the store.?,subject_verb_agreement,2
There is two student in the box.,plural_noun,1
I have three car.,plural_noun,1
In 2020 we the go a house.!,tense,3
I saw dog in the park.!,article_usage,0
She bought the apple.,article_usage,0
We dinner at 7 eat.?,word_order,4
We dinner at 7 eat..,word_order,4
Yesterday I build to school.?,tense,3
My friend go very fast..,subject_verb_agreement,2
He gos to the store.!,subject_verb_agreement,2
My friend drivess very fast..,subject_verb_agreement,2
Last week she buy to Paris.?,tense,3
She wants two cat.,plural_noun,1
We ate the pizza.!,article_usage,0
My friend play very fast.?,subject_verb_agreement,2
We ate the pizza.,article_usage,0
She wants two phone.!,plural_noun,1
She play playing football..,subject_verb_agreement,2
They bought many cat.,plural_noun,1
